path,spratRatio,herringRatio,smeltRatio,sticklebackRatio
../../../data/Pseudo_Mixtures/Image_326.jpg,0.2607,0.5928,0.0,0.1464
../../../data/Pseudo_Mixtures/Image_327.jpg,0.2772,0.5431,0.0,0.1797
../../../data/Pseudo_Mixtures/Image_328.jpg,0.2926,0.5187,0.0068,0.1819
../../../data/Pseudo_Mixtures/Image_329.jpg,0.2384,0.5358,0.0,0.2258
../../../data/Pseudo_Mixtures/Image_330.jpg,0.2862,0.4994,0.0041,0.2103
../../../data/Pseudo_Mixtures/Image_331.jpg,0.3523,0.4489,0.0,0.1988
../../../data/Pseudo_Mixtures/Image_332.jpg,0.3885,0.4141,0.0001,0.1973
../../../data/Pseudo_Mixtures/Image_333.jpg,0.2818,0.5502,0.0,0.168
../../../data/Pseudo_Mixtures/Image_334.jpg,0.2532,0.5899,0.0017,0.1553
../../../data/Pseudo_Mixtures/Image_335.jpg,0.1967,0.5742,0.004,0.2251
../../../data/Pseudo_Mixtures/Image_336.jpg,0.3199,0.5268,0.0,0.1532
../../../data/Pseudo_Mixtures/Image_337.jpg,0.2123,0.6362,0.0001,0.1514
../../../data/Pseudo_Mixtures/Image_338.jpg,0.3273,0.4573,0.0,0.2153
../../../data/Pseudo_Mixtures/Image_339.jpg,0.3567,0.4804,0.0152,0.1477
../../../data/Pseudo_Mixtures/Image_340.jpg,0.2403,0.5083,0.0,0.2515
../../../data/Pseudo_Mixtures/Image_341.jpg,0.3859,0.4792,0.0,0.1349
../../../data/Pseudo_Mixtures/Image_342.jpg,0.3449,0.5439,0.0112,0.1
../../../data/Pseudo_Mixtures/Image_343.jpg,0.2283,0.5794,0.0,0.1923
../../../data/Pseudo_Mixtures/Image_344.jpg,0.3187,0.5311,0.0,0.1503
../../../data/Pseudo_Mixtures/Image_345.jpg,0.3091,0.5783,0.0,0.1126
../../../data/Pseudo_Mixtures/Image_346.jpg,0.3011,0.5123,0.0,0.1865
../../../data/Pseudo_Mixtures/Image_347.jpg,0.2846,0.5408,0.0052,0.1694
../../../data/Pseudo_Mixtures/Image_348.jpg,0.3174,0.4661,0.0,0.2165
../../../data/Pseudo_Mixtures/Image_349.jpg,0.2826,0.5528,0.0,0.1645
../../../data/Pseudo_Mixtures/Image_350.jpg,0.2629,0.5831,0.0003,0.1538
../../../data/Pseudo_Mixtures/Image_351.jpg,0.3393,0.5221,0.0001,0.1385
../../../data/Pseudo_Mixtures/Image_352.jpg,0.2576,0.5896,0.0012,0.1516
../../../data/Pseudo_Mixtures/Image_353.jpg,0.263,0.5164,0.0,0.2205
../../../data/Pseudo_Mixtures/Image_354.jpg,0.2927,0.484,0.0,0.2234
../../../data/Pseudo_Mixtures/Image_355.jpg,0.3456,0.5008,0.0,0.1536
../../../data/Pseudo_Mixtures/Image_356.jpg,0.3159,0.434,0.0,0.2501
../../../data/Pseudo_Mixtures/Image_357.jpg,0.4628,0.4288,0.0,0.1084
../../../data/Pseudo_Mixtures/Image_358.jpg,0.2068,0.5455,0.0,0.2478
../../../data/Pseudo_Mixtures/Image_359.jpg,0.2854,0.4756,0.0,0.239
../../../data/Pseudo_Mixtures/Image_360.jpg,0.3204,0.502,0.0048,0.1728
../../../data/Pseudo_Mixtures/Image_361.jpg,0.3026,0.5129,0.0018,0.1828
../../../data/Pseudo_Mixtures/Image_362.jpg,0.2882,0.4633,0.0,0.2485
../../../data/Pseudo_Mixtures/Image_363.jpg,0.266,0.55,0.0022,0.1817
../../../data/Pseudo_Mixtures/Image_364.jpg,0.3047,0.5163,0.0,0.179
../../../data/Pseudo_Mixtures/Image_365.jpg,0.2675,0.4885,0.0,0.244
../../../data/Pseudo_Mixtures/Image_366.jpg,0.3107,0.4549,0.0,0.2344
../../../data/Pseudo_Mixtures/Image_367.jpg,0.2866,0.4845,0.0,0.2289
../../../data/Pseudo_Mixtures/Image_368.jpg,0.2779,0.5069,0.0011,0.2141
../../../data/Pseudo_Mixtures/Image_369.jpg,0.3514,0.4746,0.0009,0.1731
../../../data/Pseudo_Mixtures/Image_370.jpg,0.2998,0.5002,0.0007,0.1993
../../../data/Pseudo_Mixtures/Image_371.jpg,0.2153,0.6106,0.0019,0.1723
../../../data/Pseudo_Mixtures/Image_372.jpg,0.3191,0.5113,0.0,0.1696
../../../data/Pseudo_Mixtures/Image_373.jpg,0.2417,0.4925,0.0004,0.2653
../../../data/Pseudo_Mixtures/Image_374.jpg,0.2302,0.576,0.0,0.1938
../../../data/Pseudo_Mixtures/Image_375.jpg,0.3085,0.5345,0.0,0.1569
../../../data/Pseudo_Mixtures/Image_376.jpg,0.227,0.5435,0.0004,0.2291
../../../data/Pseudo_Mixtures/Image_377.jpg,0.3344,0.5374,0.0,0.1282
../../../data/Pseudo_Mixtures/Image_378.jpg,0.2284,0.5951,0.0,0.1765
../../../data/Pseudo_Mixtures/Image_379.jpg,0.3482,0.5093,0.0,0.1425
../../../data/Pseudo_Mixtures/Image_380.jpg,0.2778,0.5683,0.0,0.1539
../../../data/Pseudo_Mixtures/Image_381.jpg,0.2872,0.5207,0.0,0.1921
../../../data/Pseudo_Mixtures/Image_382.jpg,0.2833,0.6034,0.0,0.1133
../../../data/Pseudo_Mixtures/Image_383.jpg,0.2408,0.5506,0.0,0.2086
../../../data/Pseudo_Mixtures/Image_384.jpg,0.3718,0.4591,0.0,0.1691
../../../data/Pseudo_Mixtures/Image_385.jpg,0.3459,0.4758,0.0,0.1783
../../../data/Pseudo_Mixtures/Image_386.jpg,0.2779,0.4281,0.0,0.2939
../../../data/Pseudo_Mixtures/Image_387.jpg,0.268,0.5083,0.0,0.2238
../../../data/Pseudo_Mixtures/Image_388.jpg,0.2809,0.5504,0.0,0.1687
../../../data/Pseudo_Mixtures/Image_389.jpg,0.2994,0.5201,0.0,0.1805
../../../data/Pseudo_Mixtures/Image_390.jpg,0.2689,0.5356,0.0,0.1955
../../../data/Pseudo_Mixtures/Image_391.jpg,0.2949,0.5345,0.0053,0.1652
../../../data/Pseudo_Mixtures/Image_392.jpg,0.3085,0.5118,0.0,0.1797
../../../data/Pseudo_Mixtures/Image_393.jpg,0.2728,0.5293,0.0005,0.1974
../../../data/Pseudo_Mixtures/Image_394.jpg,0.3005,0.5443,0.0,0.1552
../../../data/Pseudo_Mixtures/Image_395.jpg,0.3144,0.4897,0.0,0.1959
../../../data/Pseudo_Mixtures/Image_396.jpg,0.301,0.4973,0.0,0.2016
../../../data/Pseudo_Mixtures/Image_397.jpg,0.2319,0.5205,0.0,0.2477
../../../data/Pseudo_Mixtures/Image_398.jpg,0.2557,0.5613,0.0027,0.1803
../../../data/Pseudo_Mixtures/Image_399.jpg,0.2755,0.5285,0.0046,0.1914
../../../data/Pseudo_Mixtures/Image_400.jpg,0.3961,0.4938,0.0,0.11
../../../data/Pseudo_Mixtures/Image_401.jpg,0.269,0.6038,0.0,0.1272
../../../data/Pseudo_Mixtures/Image_402.jpg,0.2372,0.5364,0.0108,0.2155
../../../data/Pseudo_Mixtures/Image_403.jpg,0.3364,0.4692,0.0,0.1944
../../../data/Pseudo_Mixtures/Image_404.jpg,0.2493,0.6,0.0,0.1507
../../../data/Pseudo_Mixtures/Image_405.jpg,0.2716,0.5786,0.0,0.1499
../../../data/Pseudo_Mixtures/Image_406.jpg,0.3093,0.5788,0.0,0.1118
../../../data/Pseudo_Mixtures/Image_407.jpg,0.3254,0.4986,0.0011,0.1749
../../../data/Pseudo_Mixtures/Image_408.jpg,0.3011,0.414,0.0002,0.2847
../../../data/Pseudo_Mixtures/Image_409.jpg,0.2751,0.5509,0.0,0.174
../../../data/Pseudo_Mixtures/Image_410.jpg,0.3023,0.5019,0.0,0.1958
../../../data/Pseudo_Mixtures/Image_411.jpg,0.3705,0.4525,0.0,0.177
../../../data/Pseudo_Mixtures/Image_412.jpg,0.3017,0.48,0.0,0.2182
../../../data/Pseudo_Mixtures/Image_413.jpg,0.3072,0.4392,0.0092,0.2443
../../../data/Pseudo_Mixtures/Image_414.jpg,0.2962,0.4773,0.0,0.2266
../../../data/Pseudo_Mixtures/Image_415.jpg,0.2974,0.5432,0.0,0.1593
../../../data/Pseudo_Mixtures/Image_416.jpg,0.2992,0.5382,0.0,0.1626
../../../data/Pseudo_Mixtures/Image_417.jpg,0.2889,0.5453,0.0,0.1659
../../../data/Pseudo_Mixtures/Image_418.jpg,0.2802,0.5463,0.0,0.1736
../../../data/Pseudo_Mixtures/Image_419.jpg,0.3382,0.4507,0.0001,0.211
../../../data/Pseudo_Mixtures/Image_420.jpg,0.2214,0.5367,0.0,0.2419
../../../data/Pseudo_Mixtures/Image_421.jpg,0.2851,0.5613,0.0,0.1537
../../../data/Pseudo_Mixtures/Image_422.jpg,0.2837,0.5478,0.0113,0.1573
../../../data/Pseudo_Mixtures/Image_423.jpg,0.2234,0.6185,0.0,0.158
../../../data/Pseudo_Mixtures/Image_424.jpg,0.2504,0.5727,0.0,0.1769
../../../data/Pseudo_Mixtures/Image_425.jpg,0.3618,0.5297,0.0,0.1085
../../../data/Pseudo_Mixtures/Image_426.jpg,0.231,0.5971,0.0,0.1719
../../../data/Pseudo_Mixtures/Image_427.jpg,0.276,0.5938,0.0,0.1302
../../../data/Pseudo_Mixtures/Image_428.jpg,0.2834,0.4976,0.0,0.219
../../../data/Pseudo_Mixtures/Image_429.jpg,0.3989,0.3705,0.0001,0.2306
../../../data/Pseudo_Mixtures/Image_430.jpg,0.2057,0.5761,0.0,0.2181
../../../data/Pseudo_Mixtures/Image_431.jpg,0.3292,0.5,0.0,0.1708
../../../data/Pseudo_Mixtures/Image_432.jpg,0.3383,0.4566,0.0,0.2051
../../../data/Pseudo_Mixtures/Image_433.jpg,0.3504,0.4353,0.0,0.2142
../../../data/Pseudo_Mixtures/Image_434.jpg,0.3573,0.5194,0.0011,0.1221
../../../data/Pseudo_Mixtures/Image_435.jpg,0.2814,0.4361,0.0,0.2825
../../../data/Pseudo_Mixtures/Image_436.jpg,0.2937,0.5308,0.001,0.1745
../../../data/Pseudo_Mixtures/Image_437.jpg,0.2541,0.6121,0.0005,0.1333
../../../data/Pseudo_Mixtures/Image_438.jpg,0.2902,0.5216,0.0,0.1881
../../../data/Pseudo_Mixtures/Image_439.jpg,0.269,0.6097,0.0,0.1212
../../../data/Pseudo_Mixtures/Image_440.jpg,0.3136,0.4833,0.0015,0.2015
../../../data/Pseudo_Mixtures/Image_441.jpg,0.2305,0.5887,0.0004,0.1804
../../../data/Pseudo_Mixtures/Image_442.jpg,0.3709,0.3966,0.0006,0.2319
../../../data/Pseudo_Mixtures/Image_443.jpg,0.2903,0.5519,0.0,0.1578
../../../data/Pseudo_Mixtures/Image_444.jpg,0.2517,0.5189,0.0,0.2294
../../../data/Pseudo_Mixtures/Image_445.jpg,0.1906,0.519,0.0009,0.2895
../../../data/Pseudo_Mixtures/Image_446.jpg,0.3083,0.4964,0.0073,0.188
../../../data/Pseudo_Mixtures/Image_447.jpg,0.2906,0.5275,0.0,0.1819
../../../data/Pseudo_Mixtures/Image_448.jpg,0.2511,0.499,0.0001,0.2497
../../../data/Pseudo_Mixtures/Image_449.jpg,0.2726,0.6039,0.0009,0.1226
../../../data/Pseudo_Mixtures/Image_450.jpg,0.2385,0.5437,0.0,0.2178
../../../data/Pseudo_Mixtures/Image_451.jpg,0.2461,0.5625,0.0,0.1914
../../../data/Pseudo_Mixtures/Image_452.jpg,0.264,0.5517,0.0,0.1843
../../../data/Pseudo_Mixtures/Image_453.jpg,0.3136,0.4803,0.0005,0.2056
../../../data/Pseudo_Mixtures/Image_454.jpg,0.3055,0.4751,0.0,0.2195
../../../data/Pseudo_Mixtures/Image_455.jpg,0.3097,0.5464,0.0001,0.1438
../../../data/Pseudo_Mixtures/Image_456.jpg,0.2387,0.6122,0.0,0.1492
../../../data/Pseudo_Mixtures/Image_457.jpg,0.3043,0.5573,0.0,0.1383
../../../data/Pseudo_Mixtures/Image_458.jpg,0.3011,0.4777,0.0,0.2211
../../../data/Pseudo_Mixtures/Image_459.jpg,0.2809,0.5289,0.0,0.1902
../../../data/Pseudo_Mixtures/Image_460.jpg,0.2448,0.5607,0.0,0.1945
../../../data/Pseudo_Mixtures/Image_461.jpg,0.2297,0.5461,0.0,0.2243
../../../data/Pseudo_Mixtures/Image_462.jpg,0.2335,0.548,0.0,0.2185
../../../data/Pseudo_Mixtures/Image_463.jpg,0.247,0.5381,0.0,0.2149
../../../data/Pseudo_Mixtures/Image_464.jpg,0.3244,0.4619,0.0005,0.2131
../../../data/Pseudo_Mixtures/Image_465.jpg,0.3231,0.4873,0.0,0.1896
../../../data/Pseudo_Mixtures/Image_466.jpg,0.296,0.5599,0.0,0.1441
../../../data/Pseudo_Mixtures/Image_467.jpg,0.2107,0.6107,0.0002,0.1784
../../../data/Pseudo_Mixtures/Image_468.jpg,0.287,0.474,0.0,0.239
../../../data/Pseudo_Mixtures/Image_469.jpg,0.2932,0.5186,0.0,0.1882
../../../data/Pseudo_Mixtures/Image_470.jpg,0.3178,0.4521,0.0117,0.2184
../../../data/Pseudo_Mixtures/Image_471.jpg,0.2475,0.5407,0.0,0.2117
../../../data/Pseudo_Mixtures/Image_472.jpg,0.2351,0.5419,0.0,0.223
../../../data/Pseudo_Mixtures/Image_473.jpg,0.3272,0.4729,0.0,0.1999
../../../data/Pseudo_Mixtures/Image_474.jpg,0.2959,0.542,0.0,0.1621
../../../data/Pseudo_Mixtures/Image_475.jpg,0.325,0.4797,0.0,0.1952
../../../data/Pseudo_Mixtures/Image_476.jpg,0.3589,0.4826,0.0,0.1584
../../../data/Pseudo_Mixtures/Image_477.jpg,0.2985,0.4745,0.0,0.2271
../../../data/Pseudo_Mixtures/Image_478.jpg,0.2866,0.4806,0.0002,0.2327
../../../data/Pseudo_Mixtures/Image_479.jpg,0.3318,0.5036,0.0,0.1646
../../../data/Pseudo_Mixtures/Image_480.jpg,0.2797,0.4588,0.0,0.2615
../../../data/Pseudo_Mixtures/Image_481.jpg,0.2067,0.5893,0.0,0.204
../../../data/Pseudo_Mixtures/Image_482.jpg,0.3326,0.4838,0.0,0.1836
../../../data/Pseudo_Mixtures/Image_483.jpg,0.2822,0.5804,0.0002,0.1372
../../../data/Pseudo_Mixtures/Image_484.jpg,0.2326,0.4619,0.0,0.3055
../../../data/Pseudo_Mixtures/Image_485.jpg,0.2845,0.5555,0.0,0.16
../../../data/Pseudo_Mixtures/Image_486.jpg,0.2721,0.5812,0.0,0.1466
../../../data/Pseudo_Mixtures/Image_487.jpg,0.2694,0.4972,0.0007,0.2328
../../../data/Pseudo_Mixtures/Image_488.jpg,0.2843,0.4522,0.0,0.2635
../../../data/Pseudo_Mixtures/Image_489.jpg,0.2471,0.5496,0.0,0.2034
../../../data/Pseudo_Mixtures/Image_490.jpg,0.3509,0.4732,0.0,0.1759
../../../data/Pseudo_Mixtures/Image_491.jpg,0.3935,0.4771,0.0003,0.1291
../../../data/Pseudo_Mixtures/Image_492.jpg,0.3122,0.5389,0.0,0.1489
../../../data/Pseudo_Mixtures/Image_493.jpg,0.3222,0.546,0.0,0.1318
../../../data/Pseudo_Mixtures/Image_494.jpg,0.2115,0.598,0.0,0.1905
../../../data/Pseudo_Mixtures/Image_495.jpg,0.2905,0.569,0.0,0.1405
../../../data/Pseudo_Mixtures/Image_496.jpg,0.282,0.556,0.0,0.1621
../../../data/Pseudo_Mixtures/Image_497.jpg,0.2044,0.629,0.001,0.1656
../../../data/Pseudo_Mixtures/Image_498.jpg,0.2678,0.4932,0.0,0.239
../../../data/Pseudo_Mixtures/Image_499.jpg,0.3479,0.482,0.0,0.1701
../../../data/Pseudo_Mixtures/Image_500.jpg,0.3357,0.4884,0.0,0.1759
../../../data/Pseudo_Mixtures/Image_501.jpg,0.3543,0.4511,0.0,0.1946
../../../data/Pseudo_Mixtures/Image_502.jpg,0.3298,0.515,0.0011,0.154
../../../data/Pseudo_Mixtures/Image_503.jpg,0.3072,0.483,0.0001,0.2098
../../../data/Pseudo_Mixtures/Image_504.jpg,0.2469,0.5455,0.0,0.2075
../../../data/Pseudo_Mixtures/Image_505.jpg,0.2667,0.5853,0.0,0.1481
../../../data/Pseudo_Mixtures/Image_506.jpg,0.2568,0.5452,0.0,0.198
../../../data/Pseudo_Mixtures/Image_507.jpg,0.3241,0.5016,0.0,0.1744
../../../data/Pseudo_Mixtures/Image_508.jpg,0.2881,0.5542,0.0,0.1577
../../../data/Pseudo_Mixtures/Image_509.jpg,0.2587,0.5819,0.0,0.1594
../../../data/Pseudo_Mixtures/Image_510.jpg,0.2902,0.4744,0.0,0.2353
../../../data/Pseudo_Mixtures/Image_511.jpg,0.2632,0.5733,0.0001,0.1635
../../../data/Pseudo_Mixtures/Image_512.jpg,0.2973,0.4557,0.0,0.247
../../../data/Pseudo_Mixtures/Image_513.jpg,0.1917,0.6068,0.0,0.2014
../../../data/Pseudo_Mixtures/Image_514.jpg,0.3296,0.4656,0.0007,0.204
../../../data/Pseudo_Mixtures/Image_515.jpg,0.3479,0.4946,0.0,0.1576
../../../data/Pseudo_Mixtures/Image_516.jpg,0.2597,0.5484,0.0,0.192
../../../data/Pseudo_Mixtures/Image_517.jpg,0.3164,0.5285,0.0,0.1551
../../../data/Pseudo_Mixtures/Image_518.jpg,0.3565,0.5161,0.0,0.1273
../../../data/Pseudo_Mixtures/Image_519.jpg,0.2194,0.5771,0.0,0.2036
../../../data/Pseudo_Mixtures/Image_520.jpg,0.2433,0.5177,0.0,0.2391
../../../data/Pseudo_Mixtures/Image_521.jpg,0.2928,0.5756,0.0031,0.1285
../../../data/Pseudo_Mixtures/Image_522.jpg,0.2772,0.5952,0.0,0.1276
../../../data/Pseudo_Mixtures/Image_523.jpg,0.3341,0.4782,0.0304,0.1573
../../../data/Pseudo_Mixtures/Image_524.jpg,0.2546,0.5238,0.0,0.2216
../../../data/Pseudo_Mixtures/Image_525.jpg,0.3,0.6024,0.0,0.0976
../../../data/Pseudo_Mixtures/Image_526.jpg,0.2824,0.5151,0.0006,0.2018
../../../data/Pseudo_Mixtures/Image_527.jpg,0.272,0.5407,0.0,0.1873
../../../data/Pseudo_Mixtures/Image_528.jpg,0.3461,0.4616,0.0016,0.1908
../../../data/Pseudo_Mixtures/Image_529.jpg,0.2605,0.4406,0.0026,0.2963
../../../data/Pseudo_Mixtures/Image_530.jpg,0.3134,0.4693,0.0003,0.217
../../../data/Pseudo_Mixtures/Image_531.jpg,0.1945,0.6235,0.0006,0.1814
../../../data/Pseudo_Mixtures/Image_532.jpg,0.2681,0.5247,0.0,0.2072
../../../data/Pseudo_Mixtures/Image_533.jpg,0.3138,0.5419,0.0,0.1443
../../../data/Pseudo_Mixtures/Image_534.jpg,0.2727,0.5309,0.0023,0.1941
../../../data/Pseudo_Mixtures/Image_535.jpg,0.2469,0.5834,0.0008,0.1688
../../../data/Pseudo_Mixtures/Image_536.jpg,0.3406,0.477,0.001,0.1814
../../../data/Pseudo_Mixtures/Image_537.jpg,0.2466,0.5795,0.0,0.1739
../../../data/Pseudo_Mixtures/Image_538.jpg,0.3432,0.4889,0.0,0.168
../../../data/Pseudo_Mixtures/Image_539.jpg,0.3441,0.4716,0.0006,0.1838
../../../data/Pseudo_Mixtures/Image_540.jpg,0.2858,0.5796,0.0,0.1346
../../../data/Pseudo_Mixtures/Image_541.jpg,0.3115,0.5001,0.0,0.1884
../../../data/Pseudo_Mixtures/Image_542.jpg,0.2429,0.5347,0.0,0.2224
../../../data/Pseudo_Mixtures/Image_543.jpg,0.2749,0.481,0.0001,0.244
../../../data/Pseudo_Mixtures/Image_544.jpg,0.2724,0.5388,0.0,0.1888
../../../data/Pseudo_Mixtures/Image_545.jpg,0.2132,0.5129,0.0,0.2739
../../../data/Pseudo_Mixtures/Image_546.jpg,0.1864,0.6971,0.0006,0.1159
../../../data/Pseudo_Mixtures/Image_547.jpg,0.22,0.5209,0.0,0.2591
../../../data/Pseudo_Mixtures/Image_548.jpg,0.2763,0.466,0.0001,0.2576
../../../data/Pseudo_Mixtures/Image_549.jpg,0.4263,0.4095,0.0,0.1642
../../../data/Pseudo_Mixtures/Image_550.jpg,0.2834,0.5934,0.0,0.1232
../../../data/Pseudo_Mixtures/Image_551.jpg,0.3525,0.4734,0.0,0.1741
../../../data/Pseudo_Mixtures/Image_552.jpg,0.2566,0.5707,0.0052,0.1676
../../../data/Pseudo_Mixtures/Image_553.jpg,0.2973,0.5787,0.0,0.124
../../../data/Pseudo_Mixtures/Image_554.jpg,0.358,0.4358,0.0,0.2062
../../../data/Pseudo_Mixtures/Image_555.jpg,0.2737,0.3972,0.0088,0.3203
../../../data/Pseudo_Mixtures/Image_556.jpg,0.3185,0.4491,0.0,0.2323
../../../data/Pseudo_Mixtures/Image_557.jpg,0.3276,0.4625,0.0,0.2098
../../../data/Pseudo_Mixtures/Image_558.jpg,0.3456,0.4802,0.0,0.1742
../../../data/Pseudo_Mixtures/Image_559.jpg,0.3767,0.5201,0.0,0.1032
../../../data/Pseudo_Mixtures/Image_560.jpg,0.2839,0.5924,0.0,0.1237
../../../data/Pseudo_Mixtures/Image_561.jpg,0.2561,0.6029,0.0,0.141
../../../data/Pseudo_Mixtures/Image_562.jpg,0.3388,0.4887,0.0,0.1725
../../../data/Pseudo_Mixtures/Image_563.jpg,0.3216,0.4405,0.0,0.2379
../../../data/Pseudo_Mixtures/Image_564.jpg,0.251,0.579,0.0007,0.1693
../../../data/Pseudo_Mixtures/Image_565.jpg,0.2522,0.5502,0.0004,0.1972
../../../data/Pseudo_Mixtures/Image_566.jpg,0.3441,0.422,0.0,0.2339
../../../data/Pseudo_Mixtures/Image_567.jpg,0.3011,0.5115,0.0,0.1874
../../../data/Pseudo_Mixtures/Image_568.jpg,0.3261,0.5691,0.007,0.0979
../../../data/Pseudo_Mixtures/Image_569.jpg,0.2829,0.5208,0.0,0.1963
../../../data/Pseudo_Mixtures/Image_570.jpg,0.2327,0.5576,0.0,0.2097
../../../data/Pseudo_Mixtures/Image_571.jpg,0.2624,0.5252,0.0,0.2124
../../../data/Pseudo_Mixtures/Image_572.jpg,0.2926,0.5351,0.0018,0.1705
../../../data/Pseudo_Mixtures/Image_573.jpg,0.2334,0.5889,0.0,0.1777
../../../data/Pseudo_Mixtures/Image_574.jpg,0.2479,0.589,0.0,0.1631
../../../data/Pseudo_Mixtures/Image_575.jpg,0.2774,0.559,0.0,0.1636
../../../data/Pseudo_Mixtures/Image_576.jpg,0.3312,0.4779,0.0005,0.1904
../../../data/Pseudo_Mixtures/Image_577.jpg,0.207,0.5472,0.0,0.2458
../../../data/Pseudo_Mixtures/Image_578.jpg,0.3169,0.4587,0.0001,0.2243
../../../data/Pseudo_Mixtures/Image_579.jpg,0.3113,0.544,0.0,0.1447
../../../data/Pseudo_Mixtures/Image_580.jpg,0.2876,0.4796,0.0001,0.2327
../../../data/Pseudo_Mixtures/Image_581.jpg,0.2976,0.4845,0.0,0.2179
../../../data/Pseudo_Mixtures/Image_582.jpg,0.2772,0.5502,0.0,0.1726
../../../data/Pseudo_Mixtures/Image_583.jpg,0.2754,0.5299,0.0,0.1947
../../../data/Pseudo_Mixtures/Image_584.jpg,0.1805,0.6544,0.0,0.1651
../../../data/Pseudo_Mixtures/Image_585.jpg,0.2506,0.5762,0.0,0.1732
../../../data/Pseudo_Mixtures/Image_586.jpg,0.3486,0.4738,0.0002,0.1774
../../../data/Pseudo_Mixtures/Image_587.jpg,0.3037,0.501,0.0001,0.1952
../../../data/Pseudo_Mixtures/Image_588.jpg,0.2641,0.5665,0.0002,0.1692
../../../data/Pseudo_Mixtures/Image_589.jpg,0.2388,0.527,0.0002,0.234
../../../data/Pseudo_Mixtures/Image_590.jpg,0.3468,0.4602,0.0,0.193
../../../data/Pseudo_Mixtures/Image_591.jpg,0.236,0.4989,0.0012,0.2639
../../../data/Pseudo_Mixtures/Image_592.jpg,0.3068,0.4668,0.0006,0.2258
../../../data/Pseudo_Mixtures/Image_593.jpg,0.2407,0.6269,0.0001,0.1324
../../../data/Pseudo_Mixtures/Image_594.jpg,0.2276,0.6027,0.0,0.1697
../../../data/Pseudo_Mixtures/Image_595.jpg,0.2726,0.4946,0.0,0.2328
../../../data/Pseudo_Mixtures/Image_596.jpg,0.2716,0.529,0.0001,0.1994
../../../data/Pseudo_Mixtures/Image_597.jpg,0.2406,0.5525,0.0195,0.1875
../../../data/Pseudo_Mixtures/Image_598.jpg,0.2518,0.5777,0.0,0.1704
../../../data/Pseudo_Mixtures/Image_599.jpg,0.3289,0.5825,0.0,0.0885
../../../data/Pseudo_Mixtures/Image_600.jpg,0.2804,0.5262,0.0002,0.1932
../../../data/Pseudo_Mixtures/Image_601.jpg,0.4363,0.3936,0.0001,0.1699
../../../data/Pseudo_Mixtures/Image_602.jpg,0.3243,0.5151,0.0,0.1606
../../../data/Pseudo_Mixtures/Image_603.jpg,0.3177,0.5156,0.0,0.1667
../../../data/Pseudo_Mixtures/Image_604.jpg,0.2819,0.5256,0.0,0.1925
../../../data/Pseudo_Mixtures/Image_605.jpg,0.3536,0.5128,0.0,0.1335
../../../data/Pseudo_Mixtures/Image_606.jpg,0.3296,0.5612,0.0,0.1092
../../../data/Pseudo_Mixtures/Image_607.jpg,0.2604,0.5669,0.0,0.1727
../../../data/Pseudo_Mixtures/Image_608.jpg,0.2786,0.569,0.0,0.1523
../../../data/Pseudo_Mixtures/Image_609.jpg,0.2621,0.5297,0.0,0.2083
../../../data/Pseudo_Mixtures/Image_610.jpg,0.3327,0.4402,0.0004,0.2266
../../../data/Pseudo_Mixtures/Image_611.jpg,0.3627,0.458,0.0013,0.1779
../../../data/Pseudo_Mixtures/Image_612.jpg,0.3555,0.5374,0.0,0.1071
../../../data/Pseudo_Mixtures/Image_613.jpg,0.2794,0.5048,0.0187,0.197
../../../data/Pseudo_Mixtures/Image_614.jpg,0.2383,0.5886,0.0,0.1731
../../../data/Pseudo_Mixtures/Image_615.jpg,0.2458,0.5909,0.0,0.1633
../../../data/Pseudo_Mixtures/Image_616.jpg,0.2804,0.5258,0.0001,0.1936
../../../data/Pseudo_Mixtures/Image_617.jpg,0.3043,0.5631,0.0001,0.1325
../../../data/Pseudo_Mixtures/Image_618.jpg,0.2549,0.5563,0.0,0.1888
../../../data/Pseudo_Mixtures/Image_619.jpg,0.2348,0.4433,0.0,0.3219
../../../data/Pseudo_Mixtures/Image_620.jpg,0.3386,0.5394,0.0,0.122
../../../data/Pseudo_Mixtures/Image_621.jpg,0.2808,0.5779,0.0032,0.1381
../../../data/Pseudo_Mixtures/Image_622.jpg,0.2438,0.627,0.0043,0.1249
../../../data/Pseudo_Mixtures/Image_623.jpg,0.3416,0.4759,0.0,0.1824
../../../data/Pseudo_Mixtures/Image_624.jpg,0.3826,0.4318,0.0,0.1855
../../../data/Pseudo_Mixtures/Image_625.jpg,0.3274,0.5126,0.0052,0.1547
../../../data/Pseudo_Mixtures/Image_626.jpg,0.2695,0.5271,0.0,0.2035
../../../data/Pseudo_Mixtures/Image_627.jpg,0.3502,0.5168,0.0,0.133
../../../data/Pseudo_Mixtures/Image_628.jpg,0.391,0.451,0.0008,0.1572
../../../data/Pseudo_Mixtures/Image_629.jpg,0.2884,0.5593,0.0,0.1523
../../../data/Pseudo_Mixtures/Image_630.jpg,0.3259,0.5095,0.0,0.1646
../../../data/Pseudo_Mixtures/Image_631.jpg,0.2446,0.5147,0.0,0.2407
../../../data/Pseudo_Mixtures/Image_632.jpg,0.2974,0.4942,0.0,0.2083
../../../data/Pseudo_Mixtures/Image_633.jpg,0.2249,0.5641,0.0,0.211
../../../data/Pseudo_Mixtures/Image_634.jpg,0.2664,0.5596,0.0001,0.1738
../../../data/Pseudo_Mixtures/Image_635.jpg,0.2782,0.5618,0.0022,0.1578
